10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821,0.84525,0.80437,0.76546,0.72844,0.69321,0.65968,0.62777,0.59741,0.56851
10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821,0.84525,0.80437,0.76546,0.72844,0.69321,0.65968,0.62777,0.59741
9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821,0.84525,0.80437,0.76546,0.72844,0.69321,0.65968,0.62777
9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821,0.84525,0.80437,0.76546,0.72844,0.69321,0.65968
8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821,0.84525,0.80437,0.76546,0.72844,0.69321
8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821,0.84525,0.80437,0.76546,0.72844
7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821,0.84525,0.80437,0.76546
7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821,0.84525,0.80437
7.1253,7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821,0.84525
6.7807,7.1253,7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336,0.88821
6.4527,6.7807,7.1253,7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079,0.93336
6.1406,6.4527,6.7807,7.1253,7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306,0.98079
5.8436,6.1406,6.4527,6.7807,7.1253,7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083,1.0306
5.561,5.8436,6.1406,6.4527,6.7807,7.1253,7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381,1.083
5.292,5.561,5.8436,6.1406,6.4527,6.7807,7.1253,7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959,1.1381
5.036,5.292,5.561,5.8436,6.1406,6.4527,6.7807,7.1253,7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567,1.1959
4.7925,5.036,5.292,5.561,5.8436,6.1406,6.4527,6.7807,7.1253,7.4875,7.868,8.2679,8.6881,9.1297,9.5937,10.081,10.594,10.081,9.5937,9.1297,8.6881,8.2679,7.868,7.4875,7.1253,6.7807,6.4527,6.1406,5.8436,5.561,5.292,5.036,4.7925,4.5607,4.3401,4.1302,3.9304,3.7403,3.5594,3.3872,3.2234,3.0675,2.9191,2.7779,2.6436,2.5157,2.394,2.2782,2.168,2.0632,1.9634,1.8684,1.7781,1.6921,1.6102,1.5323,1.4582,1.3877,1.3206,1.2567
