  5977.721374,  5673.746288,  5026.361615, 12101.728429,  2718.775137,  4109.485365, 12932.166607,  3751.502873,  3548.563901,  8330.066543,  4129.719258,  8903.210702,  1295.951907, 53264.040157,   174.500903,  9647.247488, 13189.460310, 15538.255514, 16829.595628
  7345.056740,  6019.964593,  5345.373610, 13336.284763,  2880.075932,  1952.455780, 13538.771375,  3603.188588,  3346.554094,  8361.615839,  4384.657055,  9806.567740,  1438.433892, 55546.530507,   203.162693, 11404.901896, 14960.533603, 17331.929884, 15918.041417
  7288.540334,  6526.027249,  5597.699172, 13967.728050,  2881.415054,  3029.667762, 14294.872870,  4253.625884,  3911.530377,  8825.055105,  5226.417887,  9404.906113,   960.514142, 57712.641464,   203.849890, 11400.712738, 15995.465492, 18846.457880, 17870.972538
  9649.681552,  7220.261870,  6103.565603, 14636.258757,  3554.733877,  5322.391093, 14150.189148,   664.682655,  1038.351628,  7039.262512,  2943.205800, 15235.315445,  4374.100059, 62001.687872,   259.386514, 14713.037879, 13209.440597, 17401.256722, 22570.290417
  7763.309920,  6240.471224,  6357.811139, 13480.266003,  3108.041964,  4141.330207, 13831.713297,  3408.634023,  3413.142882,  8694.435353,  3993.464873, 10311.635549,  2087.802388, 58847.255573,   194.427443, 10705.054804, 14750.497168, 17467.285469, 19687.379545
  8871.514786,  6441.261211,  6513.658095, 14532.295758,  3205.320080,  2355.078592, 14894.113311,  3794.095652,  3195.744396,  9044.264339,  4727.758188, 10885.397903,  1877.556514, 61931.866006,   231.688193, 12383.614279, 17461.419718, 20933.540989, 18804.770816
  8315.341854,  7056.070413,  6715.615057, 16084.429946,  3119.229954,  4304.288893, 16654.104384,  5222.604165,  4238.533059,  9989.022040,  6452.211915, 10062.646200,   744.960944, 65475.862569,   247.726047, 12811.578718, 19353.183480, 24158.375888, 22611.173300
 10878.774616,  7687.138329,  6539.856885, 16877.949470,  3858.349179,  6775.243484, 16771.010185,  1580.607337,  1632.520839,  8193.219445,  4270.506200, 16266.261524,  4143.621330, 69816.115852,   321.258317, 17068.852198, 16087.999638, 21060.897655, 26432.776339
  8622.927923,  6426.552057,  5909.193875, 15643.817251,  3212.714646,  4823.271451, 17035.564714,  5657.053626,  4948.985866, 10471.836051,  6573.455857,  9778.189270,   820.319766, 67207.003559,   235.326771, 11657.329438, 17084.874360, 22273.196091, 23933.169780
  9809.753617,  7074.429800,  5993.154944, 16685.455246,  3640.473705,  4219.288092, 17032.441085,  3619.451266,  3416.085836,  9499.340718,  4899.783487, 12657.329141,  2652.895415, 69678.148032,   270.913923, 13616.387877, 16117.947750, 21454.309853, 21873.192563
 10174.865311,  7838.641260,  6669.393005, 17897.832747,  3579.651888,  4882.222390, 18552.877072,  5103.213000,  4344.745596, 10388.475091,  6746.713023, 12014.801665,  1576.450303, 72347.524388,   283.667344, 14412.330446, 18817.297415, 23241.770202, 25726.310205
 12235.570796,  8375.494531,  7871.375823, 18995.012403,  4324.277408,  6686.335714, 18771.234776,  1545.399754,  2184.300349,  8696.465787,  4848.165281, 18171.797570,  4906.452163, 76928.424018,   355.191962, 19148.052239, 18396.980475, 21584.823853, 28970.427452
  9820.359635,  7171.902368,  8803.341240, 17213.190703,  3578.520325,  4818.126278, 18299.263401,  5442.496285,  5303.519976, 10869.042877,  6820.855889, 11596.320705,  1603.001495, 73902.323032,   234.420534, 12626.110011, 20584.818233, 22586.371654, 24975.056536
 10891.381687,  7914.458754,  9605.785359, 18169.004733,  4167.105163,  6065.184013, 17605.753906,  2735.151355,  3064.214534,  9636.659196,  4483.841953, 15169.644891,  3959.755631, 74415.470111,   270.447674, 15016.860444, 20064.680403, 21281.405763, 27032.235606
 10626.896885,  8324.951783, 10201.535817, 18824.944193,  3828.329991,  7569.382375, 19574.653386,  5763.548732,  5448.061569, 11429.266347,  7924.623858, 12752.057713,  1519.688529, 79426.081118,   279.037202, 14989.741772, 24513.198646, 26688.022566, 29302.018696
 12361.420617,  8457.745919, 10064.396406, 19056.919194,  4322.103345,  6835.366158, 20154.388131,  3182.862452,  4168.262744, 10301.090404,  7181.737123, 17971.035515,  3900.613169, 86015.025739,   380.994589, 20005.187774, 21139.202719, 29797.100017, 31733.589162
  9857.504863,  7688.902795,  9468.443527, 17558.888226,  3740.507561,  5105.346814, 18856.272693,  5188.944734,  5633.676219, 11568.985172,  7140.902573, 13350.430601,  2163.194223, 79403.428587,   277.082563, 13843.329506, 21316.736534, 25578.205841, 26931.216968
 10611.114563,  8190.379988,  9116.323733, 18038.603123,  4142.328336,  7792.147290, 18808.887486,  3237.584045,  3849.155358, 10744.697884,  5800.749638, 16359.434332,  3850.594225, 80767.815059,   338.307402, 16489.522097, 20049.788448, 22602.218609, 25614.348384
  9959.000934,  8807.785515,  9052.976607, 19010.753560,  3903.265085,  7671.080197, 20789.092172,  5960.776233,  5981.364341, 12394.143402,  8960.424593, 14287.689808,  1602.647553, 83278.223594,   355.796228, 16870.861254, 21209.199179, 23532.364439, 28023.555306
 12623.379640,  8867.931702,  9596.256133, 19527.755091,  4553.899019,  8449.425698, 21245.747649,  3192.694989,  4087.804081, 11150.173542,  7938.923196, 19824.445259,  4270.564000, 88748.532760,   454.813807, 22034.287142, 19805.275838, 22240.211111, 29714.879343
 10418.649616,  7460.758679,  9943.273349, 17869.218280,  3908.377576,  5942.660969, 20733.379751,  6827.692567,  6664.188395, 13221.095934,  9517.234047, 13566.123502,  1211.288511, 84938.455465,   311.751410, 14852.973720, 22261.027805, 23651.836161, 25219.855439
