16803,10953,15603,24251,5867.6,14517,30270,5675.1,7955.5,16427,13717,24884,4596.6,1.2402e+05,742.36,25027,32207,39136,48162
19276,10738,15147,24730,5884.5,14326,34044,6351.4,8284.8,16759,16233,31455,4710,1.38e+05,1017.8,38457,32775,44568,49710
17403,10879,13277,22755,5727,13508,30293,5615,8768.8,16936,12978,24361,4701.1,1.2723e+05,629.1,22755,29114,40920,45249
18192,11265,12342,23997,5926.5,14779,32035,5743.1,8702.7,17233,13700,26833,4487.3,1.3238e+05,749.47,27580,30420,42449,44473
18291,13100,11063,26060,6373,14628,34212,5998.2,8722,17582,14377,28559,4806.6,1.3699e+05,749.05,30019,32604,50006,49355
20262,12880,10945,26977,6572.5,15128,38889,6604.7,8502.5,18074,16337,32324,4987,1.5125e+05,1042.4,38834,33798,49375,52228
17952,12711,10151,24801,6538.6,14947,34774,5854.2,8633.6,18294,13280,26239,5032.1,1.4083e+05,671.36,23296,29792,46207,45268
18278,13439,9849.1,26364,6666.4,16185,36322,6090.3,8371.6,18729,14262,29726,4888.9,1.4389e+05,844.27,29377,30186,45729,49032
19081,15376,10174,27151,7112.4,16601,38360,6313.8,8512,19089,14824,30578,5224.9,1.474e+05,833.59,29896,30754,45677,50703
20751,15539,10825,27910,7306.6,16591,43228,6863.6,8806.8,19533,17277,36969,5405.1,1.609e+05,1158.8,43036,36392,47975,55112
18974,14835,10574,25287,7098.4,15191,37595,6178.7,9030.9,19706,14036,28723,5437.2,1.4751e+05,742.97,25037,32485,44414,48232
20053,14199,11428,25372,7259.4,16539,39135,6522.8,9582.8,20024,15146,32635,5268.7,1.5291e+05,878.07,31947,32919,46046,47595
21557,15510,12095,26986,7662.7,16386,41358,6557.6,9810.8,20379,15653,33353,5639.7,1.5624e+05,827.95,32736,34655,47048,51506
23981,14271,13441,27376,7768.5,16358,44964,7561.9,10636,20867,18063,40523,5880.4,1.7042e+05,1112,47253,39349,47853,51483
22017,13591,13065,24737,7382.6,14754,40210,6646,10622,21052,14865,31529,5645.8,1.5753e+05,712.78,26950,35111,45100,44144
23617,13282,14205,26356,7572.4,15269,41478,7142.8,11342,21507,16161,36096,5751,1.633e+05,819.72,35106,37688,49747,46146
25134,14025,15336,27542,8008.9,16430,43298,7464.1,11610,21988,16634,36752,6143,1.6674e+05,750.97,35907,40164,51188,47157
27808,12855,16756,28067,8069.8,16258,47278,8335.1,12311,22442,19193,44537,6656.4,1.8146e+05,904.5,51310,44093,57796,48541
