  6628.938570,  5846.716606,  4808.512588, 11917.269818,  3066.416764,  4223.798095, 12400.849651,  3015.243156,  3237.080126,  8123.887146,  3595.102978,  9329.707475,  2305.477028, 53002.522314,   310.420132, 10382.177738, 12919.259686, 15228.089798, 16800.630334
  7471.094322,  6125.341831,  5383.988639, 13453.389704,  3045.212106,  2474.026491, 13206.113540,  3032.870034,  2996.530727,  8112.929611,  3863.836076, 10198.268509,  1995.398418, 55405.956507,   355.984938, 11634.670632, 14813.878020, 17156.825368, 15997.784535
  7603.186557,  7097.415374,  5862.364861, 14338.261106,  3197.652212,  3250.879042, 13861.765054,  2940.092545,  3120.695256,  8309.889461,  4099.152039, 10401.348141,  2085.298348, 57280.008296,   589.271517, 11969.452139, 15546.104898, 18318.165502, 18327.097647
  8557.780551,  6370.526186,  6018.133912, 14333.079373,  2725.718920,  4465.296371, 15447.271757,  3284.794267,  2490.693888,  8009.293781,  5125.908908, 13420.675879,  1682.826210, 62836.412874,  -414.776589, 13179.599488, 14075.657407, 18414.819329, 22063.387489
  8096.613356,  6216.946824,  6612.923911, 13202.026659,  3220.274125,  4227.078545, 13422.724131,  3365.689702,  3390.596014,  8778.822332,  4052.782883,  9893.735119,  2351.845227, 58679.823030,    64.805938, 11243.778520, 14582.161178, 17294.400543, 19786.930791
  8933.729548,  6428.769211,  6537.634192, 14427.407679,  3305.195528,  2975.020832, 14557.971324,  3603.460028,  3038.556001,  8929.443305,  4466.404068, 10917.898900,  2216.568206, 61776.942482,   278.139518, 12653.377021, 17302.283718, 20754.560733, 18981.596527
  8838.249083,  7797.447112,  6775.301449, 16615.245151,  3555.107675,  4491.147598, 16154.221583,  3492.565268,  3205.863553,  9243.747136,  4877.396115, 11560.999055,  2351.768058, 64895.547512,   832.672647, 13619.529128, 18748.793775, 23441.061961, 23120.294973
  9960.349189,  6981.778030,  6201.081628, 16730.261688,  3210.363851,  5882.694200, 18016.024143,  3544.226180,  2844.925607,  8968.928405,  6047.358113, 15153.308106,  1933.759689, 70718.786968,  -180.518104, 15452.415326, 17019.861336, 22130.076760, 25647.277712
  9448.255327,  6942.894167,  6088.240889, 15675.870756,  3839.037041,  5146.097950, 16074.260188,  3960.415220,  3917.257292,  9830.776792,  5047.855548, 11120.530223,  2832.390965, 66642.315595,   582.405242, 12928.395780, 16501.190960, 21600.321465, 24136.270963
  9907.987788,  6882.009021,  5995.902202, 16504.923279,  3614.666524,  4511.744708, 16880.889452,  3823.603140,  3660.228529,  9698.423676,  5267.166905, 12023.547824,  2428.789306, 69399.960698,   478.708734, 14180.677000, 15829.688442, 21118.722877, 22003.142246
 10381.299259,  8412.484264,  6755.132320, 18200.001945,  3819.086675,  5033.027587, 18178.543221,  4227.607277,  3722.034703,  9918.563409,  5765.950459, 12845.476105,  2510.675120, 72007.138122,   577.154075, 14865.592267, 18463.812502, 22826.759717, 26088.443315
 11105.575274,  7477.730192,  7603.842237, 18841.321664,  3484.327408,  5920.247399, 20258.424789,  3913.492010,  3594.597121,  9608.353767,  6987.144732, 16632.563495,  2184.262256, 78111.685577,  -493.168054, 16859.434953, 19622.408104, 23008.295938, 28275.243481
 10471.671316,  7517.042831,  9038.624285, 17147.566668,  3958.451285,  5336.449760, 17512.146558,  4148.405857,  4603.400113, 10452.253053,  5798.805592, 12353.028755,  3002.095104, 73425.895971,   455.195344, 13731.491862, 20093.739798, 22026.614076, 25176.162950
 10704.817794,  7359.508910,  9513.657112, 17909.795489,  3809.458492,  6027.330070, 17826.635016,  3995.486455,  4102.396003, 10331.925075,  5957.011230, 13392.965955,  2536.953574, 74830.550747,  -229.907086, 14652.076562, 20498.525049, 21803.448570, 26526.406155
 10982.015208,  9062.969035, 10319.110701, 19265.511815,  4228.208519,  7364.461856, 19105.537033,  4588.550818,  4609.775360, 10818.714331,  6621.925205, 13942.542855,  2878.618442, 78957.598468,   683.982184, 15678.176846, 24026.669282, 26116.700379, 29734.972842
 11541.554505,  7929.538048,  9803.666726, 18941.184850,  3899.940528,  6559.817138, 21189.740219,  4391.615694,  4668.487345, 10633.166367,  8033.316799, 17800.521260,  2565.391706, 86544.854809,   255.629556, 18576.154728, 21682.965875, 30406.136972, 31605.358059
 10375.949207,  7837.537149,  9612.450677, 17397.181439,  3994.205471,  5853.698549, 18098.305051,  4451.829694,  5165.171847, 11317.959906,  6517.493147, 13576.189147,  3124.028716, 78963.019233,   318.126982, 14892.763119, 20866.112833, 25079.409002, 27230.568833
 10510.532699,  7708.091191,  9093.629155, 17713.363359,  3891.463384,  7626.336629, 18956.062163,  4314.070579,  4663.756766, 11313.504139,  6954.896521, 14975.957955,  2820.335464, 80739.241650,   254.458624, 16643.712482, 20022.279447, 22579.616968, 25622.690829
 10443.816277,  9639.070101,  9134.952533, 19481.579026,  4330.365288,  7688.292797, 20298.359215,  4406.970593,  5010.228211, 11709.647185,  7494.681699, 15650.731958,  3092.305118, 82795.984255,   842.193847, 17587.980249, 20706.950105, 22936.217473, 28400.674071
 11720.701816,  8370.301558,  9392.967636, 19543.876174,  4123.965859,  7849.672026, 22347.273572,  4407.129134,  4712.843174, 11516.888771,  8873.928635, 19619.120941,  2850.330702, 89699.754858,    11.220546, 20113.544150, 20785.657621, 23357.756554, 29030.066269
 11202.558699,  8033.647913, 10225.094656, 18021.578773,  4613.800355,  6657.199765, 19626.689220,  4725.189678,  5377.206451, 12345.457154,  7534.719383, 15317.517121,  3603.282015, 84080.906883,   929.545150, 16604.182215, 21372.783239, 22619.669689, 25628.812822
