19603.824,14124.498,10129.044,27009.592,7104.7397,16373.043,38412.027,6269.69,8560.8545,19077.688,14868.594,30798.645,5165.3477,147407.22,825.2246,29999.895,30753.861,45679.105
18904.54,14368.601,11038.61,27578.916,7263.679,16375.296,41645.055,6745.9785,8909.698,19542.99,16712.52,35805.15,5341.6606,160915.45,1120.2018,43377.453,36393.5,47978.71
22048.123,14685.904,10277.9375,25446.97,7095.0615,15290.986,38599.844,6223.678,9209.958,19693.684,14456.114,29751.594,5412.883,147505.78,706.8021,24961.305,32483.334,44412.984
22209.047,14895.609,11395.8545,25415.51,7258.525,16181.957,39573.754,6522.5073,9711.903,20015.48,15270.408,32926.434,5303.3467,152917.48,844.7824,31960.389,32918.676,46048.887
21995.955,14281.329,12089.107,26733.188,7652.9854,16194.71,41144.727,6554.9746,9844.349,20372.32,15714.148,33638.5,5572.7383,156247.64,817.6832,32868.383,34655.168,47050.527
21108.207,14884.598,13750.676,27325.404,7864.772,16339.352,43620.11,7314.802,10444.093,20872.324,17571.168,38927.348,5728.3755,170435.88,1141.0586,47833.992,39350.14,47855.55
24048.799,15210.848,12950.484,25683.775,7738.2305,15350.455,41291.26,6582.9106,10288.421,21013.863,15505.772,32594.426,5519.856,157526.23,773.3271,27607.219,35108.973,45097.855
23738.646,15370.285,14093.979,27148.086,8005.057,15758.93,42280.348,6902.57,10708.67,21462.121,16489.979,36026.57,5548.799,163307.95,948.93304,36020.79,37688.312,49750.387
23609.12,15070.674,14927.494,28299.314,8426.06,16722.178,43644.805,7060.858,10732.583,21939.68,16916.295,36603.645,5780.2134,166748.11,914.84973,36941.344,40164.285,51189.12
22661.71,15773.772,15794.796,28919.889,8536.89,16807.043,46271.492,7586.1826,11061.346,22385.97,18807.885,42009.465,6099.82,181480.2,1176.2582,52503.832,44093.594,57801.17
19132.197,15046.725,19344.076,28796.834,10417.4,17576.213,50020.652,7575.1323,12250.632,26173.627,18470.074,39598.535,6781.1196,168526.75,918.7429,44584.68,38669.773,52792.324
23412.195,15204.414,21478.01,30079.752,10238.138,17935.031,51166.68,7925.015,12669.282,26915.395,19874.553,44525.2,6980.103,176682.38,1098.0964,59176.75,42421.773,57437.773
20018.99,14687.547,20961.617,32014.31,10738.449,18236.553,54052.348,7840.8423,13051.6875,27388.5,20486.336,45202.438,7241.742,181342.58,1067.6428,60373.21,41904.43,59799.926
22974.668,15768.664,23074.998,32926.54,11763.02,18917.172,57604.344,8530.963,13110.524,27852.627,22817.07,51717.92,7676.3843,197270.95,1320.5002,84394.52,45214.586,59910.004
